2024-10-01,STARBUCKS,-196.11,transfer,Groceries,4111.87
2024-10-02,TRADER_JOES,-199.02,deposit,Shopping,-2.76
2024-10-08,WHOLE_FOODS,-196.11,transfer,Groceries,-3143.56
2024-10-12,SHELL_GAS,-199.76,transfer,Groceries,8614.30
2024-10-13,WHOLE_FOODS,-199.90,debit,Utilities,9601.11
2024-10-18,STARBUCKS,-197.81,withdrawal,Entertainment,-200.57
2024-10-22,NETFLIX,-194.42,withdrawal,Shopping,-5702.84
2024-11-02,WHOLE_FOODS,-198.47,debit,Shopping,-1377.94
2024-11-03,LYFT,-195.64,deposit,Groceries,-1573.58
2024-11-14,TRADER_JOES,-197.38,debit,Transportation,2352.93
2024-11-19,AMAZON,-194.29,credit,Groceries,2158.64
2024-11-23,STARBUCKS,-198.35,credit,Groceries,8814.06
2024-11-23,UBER,-199.23,withdrawal,Groceries,-5508.42
2024-11-27,STARBUCKS,-196.54,deposit,Groceries,2743.94
2024-12-03,UBER,-197.73,debit,Utilities,196.26
2024-12-04,AMAZON,-198.81,deposit,Shopping,-8061.11
2024-12-09,TARGET,-196.25,debit,Transportation,3329.39
2024-12-10,WHOLE_FOODS,-195.98,transfer,Shopping,3915.89
2024-12-17,NETFLIX,-193.71,deposit,Groceries,7241.86
2024-12-17,WHOLE_FOODS,-199.82,transfer,Utilities,9205.88
2024-12-19,NETFLIX,-199.49,credit,Dining,8220.20
2024-12-28,WHOLE_FOODS,-196.19,deposit,Transportation,1765.27
